Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17
id like an expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
cheap restaurant;thai;cuban;;;;east;;;;;;;;;;
i want to find an expensive restaurant in the south part of town;indian;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
cheap restaurant;thai;thai;;;;east;;;;;;;;;;
can i have spanish food in;;;;;;centre;;;;cheap;;;;spicy;;
im looking for a restaurant that serves mediterranean food;;;;;north;north;;;;;;;;;;
im looking for a restaurant in the south part of town that serves;thai;thai;;thai;;;;;;;;;;spicy;;
im looking for a restaurant that serves;thai;thai;;thai;north;north;;;;;;;;;;
are there any cantonese restaurants;thai;thai;;;;centre;;;cheap;cheap;;;;;;
food in the south part of town;;thai;;;;;;;;;;;;spicy;;
expensive restaurant that serves afghan food;thai;thai;;thai;;;;;;;;;;;;
german food;persian;persian;;;;;;;;;;;;;;
moderate price restaurant;;swiss;;;;;;;;;;;spicy;spicy;;spicy
ostro asian;;;;;;centre;;;;cheap;;;;spicy;;
restaurant in north part of town;;korean;;;;;;;;;;;;;;
north;;korean;;;;;;;;;;;;;;
expensive restaurant in the south of town;;thai;;;;;;;;;;;;spicy;;
south part of town;;swiss;;;;;;;;;;;;spicy;;
a moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
i need a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
i need a cheap restaurant;cuban;cuban;;;;west;;;;;;;;;;
looking for hungarian food in the north side of town;;thai;;;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
i want to find a moderately priced restaurant;indian;indian;;;;east;;;;;;;;spicy;;
id like a moderately priced restaurant that serves;thai;thai;;thai;;;;;;;;;;spicy;;
im looking for a restaurant in any area and it should serve turkish;;;;;south;south;;;;;;;;spicy;;
im looking for something cheap;cuban;thai;;;;west;;;;;;;;;;
im looking for a moderately priced restaurant and it should be in the north;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
looking for a restaurant in the south part of town serving;korean;thai;;;;;;;;;;;;spicy;;
restaurant in the north part of town that serves;thai;thai;;thai;;;;;;;;;;;;
restaurant in the west part of town that serves;thai;thai;;thai;;;;;;;;;;;;
looking for something moderately priced in the south of town;;thai;;;;;;;;;;;;spicy;;
i want to find a restaurant in the center that serves irish;thai;thai;;thai;centre;west;centre;centre;;;;;;spicy;;
i would like a cheap;thai;cuban;;;south;south;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
i want to find a restaurant in the south part of town and it shows;swiss;thai;;;;;;;;cheap;;;;spicy;;
i need to find a moderately priced restaurant;indian;indian;;;;;;;;;;;;spicy;;
i want a restaurant in the center that serves french food;;;;;centre;east;centre;centre;;;;;;;;
north;;korean;;;;;;;;;;;;;;
yeah im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
west part of town basque food;;bistro;;;;;;;;;;;;;;
kosher food in the north;;thai;;;;;;;;;;;;;;
im looking for a restaurant serving lebanese food;;;;;north;north;;;;;;;;;;
im looking for a restaurant in the south part of town that serves vietnamese food;;;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a cheap restaurant in the north of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the center;korean;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves english food;thai;thai;;thai;north;north;;;;;;;;;;
a moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
i want swedish ffood;swiss;spanish;;swiss;;west;;;;;;;;;;
im looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
yes can i have restaurants serving;tuscan;cuban;;;;west;;;;cheap;;;;;;
cheap restaurant south part of town;cuban;cuban;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
hi im looking for a moderately priced restaurant in the south part of;korean;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
i need a restaurant in the west part of town;;thai;;;;;;;;;;;;;;
looking for a restaurant in the north of town;korean;thai;;;;;;;;;;;;;;
cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking for moderately priced in the north part of town;;thai;;;;;;;;;;;;spicy;;
i am looking for a moderately priced restaurant serving cantonese food;korean;korean;;;north;north;;;;;;;;spicy;;
i want a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
uh yes turkish food;;;;;;west;;;;;;;;;;
looking for something cheap in the north side of town;thai;thai;;;;;;;;;;;;;;
looking for something cheap;thai;thai;;;;west;;;;;;;;;;
im looking for a cheap restaurant in the east part of to;cuban;thai;;;;;;;;;;;;;;
im looking for hungarian food in the north of town;;thai;;;;;;;;;;;;;;
im looking for expensive restaurants that serve mediterranean food;;;;;;north;;;;;;;;spicy;;
i need a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the east part;korean;thai;;;;;;;;;;;;;;
i would like an expensive restaurant that serves korean food;;;;;south;south;;;;;;;;;;
id like a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
find me an expensive restaurant;cuban;cuban;;;;west;;;;;;;;;;
i want a moderately priced restaurant in the east part of town;;thai;;;;;;;;;;;;spicy;;
cheap restaurant serving indian food;;;;;;east;;;;;;;;;;
im looking at a cheap restaurant and it should be;thai;thai;;;south;east;;;;;;;;;;
im looking for a moderately priced restaurant serve hungarian food;korean;korean;;;north;north;;;;;;;;spicy;;
can i have a lebanese restaurant;;;;;;east;;;;cheap;;;;;;
find irish food;swiss;swiss;;;;east;;;;;;;;spicy;;
yes a moderately priced restaurant;;african;;;west;west;;;;;;;;spicy;;
looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
a moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
i want an expensive restaurant that serves portuguese food;;;;;;west;;;;;;;;;;
music im looking for a moderately priced restaurant in the south part of town please;fusion;thai;;;;;;;;;;;;spicy;;
i need a cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
restaurant in the east part of town;;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
uh yes im looking for an expensive restaurant and it should be in the east part of town;korean;thai;;;;;;;;;;;;;;
romanian food in the center;;;;;;;;;;;;;romantic;romantic;;
i would like a restaurant that serves thai food;;;;;south;south;;;;;;;;;;
german food;korean;persian;;;;;;;;;;;;;;
hi i want a restaurant;;thai;;;;east;;;;;;;;;;
cheap restaurant that serves turkish food;;;;;;east;;;;;;;;;;
whats the address for moderately priced restaurants in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
a moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
mexican food;african;african;;;;;;;;;;;;;;
greek food in the north part of town;;thai;;;;;;;;cheap;;;;;;
for spanish food;;;;;;;;;;;;;;spicy;;
i want a restaurant that serves;thai;thai;;thai;;west;;;;;;;;;;
looking for a restaurant in the center of town that sells french;;;;;;;;;;;;;;spicy;;
im looking for a;korean;korean;;;north;north;;;;;;;;;;
looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a moderate priced restaurant in the south part of;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
i need an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
i need to find a restaurant in the west part of town;indian;thai;;;;;;;;;;;;;;
i want to find a moderate priced restaurant that serves;thai;thai;;thai;;east;;;;;;;;spicy;;
i would like a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
can i have an expensive restaurant;;cuban;;;;east;;;;;;;;;;
iam looking for a cheap restaurant and it should be in the north part of town;thai;thai;;;;;;;;;;;;;;
find me an expensive persian restaurant;;;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of town serving australian;australasian;thai;;;;;;;;;;;;;;
im looking for a restaurant on the east part of town;korean;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the west part of town and it should be cheap;thai;thai;;;;;;;;;;;;;;
i would like to find a restaurant in the centre;indian;thai;;;;;;;;;;;;;;
cheap restaurant;thai;cuban;;;;east;;;;;;;;;;
im looking for cross over food;swiss;swiss;;;;east;;;;cheap;;;;;;
id like a moderately priced restaurant that serves;thai;thai;;thai;;;;;;;;;;spicy;;
yes id like hungarian food in the south part of town;;thai;;;;;;;;;;;;spicy;;
id like a restaurant in the west part of town;;thai;;;;;;;;;;;;;;
i want a european restaurant in the center part of town;;;;;centre;west;centre;centre;;;;;;;;
i want to find;;indian;;;;west;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the west;korean;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant;korean;korean;;;;north;;;;;;;;;;
a moderately priced restaurant that serves;thai;thai;;thai;;;;;;;;;;spicy;;
uh moderately priced restaurants in the south part of;;thai;;;;;;;;;;;;spicy;;
can i get a restaurant in the south part of town that serves cuban food;;;;;;;;;cheap;cheap;;;;spicy;;
i would like an expensive restaurant in the south of town;;thai;;;;;;;;;;;;spicy;;
cheap restaurant;cuban;thai;;;;east;;;;;;;;;;
im looking for a restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
polish food;spanish;spanish;;;;north;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for an expensive restaurant that serves portuguese food;;;;;;north;;;;;;;;;;
can i have a caribbean food;;cuban;;;;east;;;;cheap;;;;;;
kosher food;;korean;;;;;;;;;;;;;;
im looking for a moderately priced restaurant that serves sea food;thai;thai;seafood;seafood;north;north;;;;;;;;spicy;;
im looking for spanish food;;;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant that serves mediteranian;thai;thai;;thai;;north;;;;;;;;;;
pan asian;cuban;tuscan;;;;east;;;;cheap;;;;spicy;;
moderately priced restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a modreately;korean;korean;;;north;north;;;;moderate;;;;;;
restaurant in the north part of town;;thai;;;;;;;;;;;;;;
unusual;;tuscan;;;;;;;;;;;;;;
im looking for a restaurant in the west part of town;korean;thai;;;;;;;;;;;;;;
i am looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
i want a cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
im looking for an expensive restaurant that serves korean food;;;;;;north;;;;;;;;;;
spanish food;;;;;;;;;;;;;;spicy;;
im looking for a restaurant in the north part of town serving in;korean;thai;;;;;;;;;;;;;;
find me a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
i would like to find a cheap restaurant;cuban;cuban;;;south;south;;;;;;;;;;
moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves mediterranean;;;;;north;north;;;;;;;;;;
find restaurant in south of town serving international f;;;;;;;;;;;;;;spicy;;
moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
id like to find a moderately priced restaurant in the west part of town;indian;thai;;;;;;;;;;;;spicy;;
hi im looking for a restaurant in the west part of town that serves baskaye food;thai;thai;;thai;;;;;;;;;;;;
moderate price;;french;;;;;;;;;;;spicy;spicy;;spicy
can i have a mexican restaurant;african;cuban;;;;east;;;;cheap;;;;;;
looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
id like an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
the south part of town greek food;;thai;;;;;;;;cheap;;;;spicy;;
a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
i am looking for a cheap restaurant;cuban;thai;;;north;north;;;;;;;;;;
im looking for a moderately priced restaurant and it should be in the east part of town;korean;thai;;;;;;;;;;;;spicy;;
can i get a restaurant;;cuban;;;;west;;;;cheap;;;;;;
cheap restaurant west part of town;cuban;cuban;;;;;;;;;;;;;;
im looking for a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
i want to find an expensive restaurant in the south part of town;indian;thai;;;;;;;;;;;;spicy;;
find me a restaurant in the center of town;;thai;;;;;;;;;;;;;;
i want a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
i would like an expensive restaurant in the east part of;;thai;;;;;;;;;;;;;;
restaurant in the south part of town that serves indian food;;;;;;;;;;;;;;spicy;;
im looking for cheap japanese food;;;;;;west;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for a restaurant that serves mexican food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
north;;korean;;;;;;;;;;;;;;
can i have a restaurant in the south part of town;;cuban;;;;;;;;cheap;;;;spicy;;
im looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want a restaurant in the we;;thai;;;;west;;west;;cheap;;;;;;
im looking for a eritrean restaurant in the center of town;korean;thai;;;;;;;;;;;;;;
spanish food;;;;;;;;;;;;;;spicy;;
i want to find a moderately priced restaurant that serves vietna;thai;thai;;thai;;east;;;;;;;;spicy;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
uh yes;;chinese;;;;west;;;;;;;;;;
uh id like a cheap restaurant in the;cuban;thai;;;;east;;;;;;;;;;
uh looking for a restaurant in any area and that needs to serve;thai;thai;;thai;north;north;;;;cheap;;;;spicy;;
id like a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
polynesian food in the south part of town;;;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
