Column1;Column2;Column3;Column4;Column5;Column6;Column7
`panish 2ood;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine .;;FALSE;TRUE
`uropean food;Do you want a restaurant with european cuisine .;Do you want a restaurant with european cuisine .;Do you want a restaurant with european cuisine .;;FALSE;TRUE
im looking ror a restaurant that serves english food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;FALSE
`entral inaudible;Do you want a restaurant in the centre part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for ` cheap restaurant in the north 9art of town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
ah im 7ooking for ` cheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
id like to find a cheap restaurant 6n the west part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
looking for a cheap restaurant in the east part of town;Do you want a restaurant with cuban cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;FALSE
im looking for ` cheap restaurant in the south part of 4own;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking for a restaurant in the west part of town that serves scottish;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;FALSE
`xpensive african 3ood;Do you want a restaurant with african cuisine at a expensive price range .;Do you want a restaurant with african cuisine at a expensive price range .;Do you want a restaurant with african cuisine at a expensive price range .;;FALSE;TRUE
5exican;Do you want a restaurant with african cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking 1or an expensive restaurant;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
`heap;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking `or a moderately priced restaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking for an `xpensive restaurant that serves european food;Do you want a restaurant with european cuisine at a expensive price range .;Do you want a restaurant with european cuisine at a expensive price range .;Do you want a restaurant with european cuisine at a expensive price range .;;FALSE;TRUE
im looking ror a moderately priced restaurant in the horth part of town;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant in the north part of town at a moderate price range .;;FALSE;FALSE
find `heap 1estaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
looking for something cheap 7n the east part of 4own;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
im looking for an `xpensive restaurant that serves korean food;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant with korean cuisine at a expensive price range .;;FALSE;TRUE
uoderately priced west part of town;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;FALSE
6m oooking for a moderately priced restaurant in the `est part;Do you want a restaurant with korean cuisine in the west part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;TRUE;TRUE
im looking for a 2estaurant in the east part of town that `erves world food;Do you want a restaurant with thai cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with thai cuisine in the east part of town .;;FALSE;TRUE
im oooking for a cheap restaurant with 1panish food;Do you want a restaurant with spanish cuisine in the north part of town at a cheap price range .;Do you want a restaurant with spanish cuisine at a cheap price range .;Do you want a restaurant with spanish cuisine at a cheap price range .;;FALSE;TRUE
eould i have a dheap 3estaurant;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
4odereate;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking for a cheap restaurant and it should be in the wouth part of town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;FALSE
i want 1o find a cheap restaurant and it should be in the east part of town;Do you want a restaurant with thai cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
im oooking for an expensive restaurant;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;FALSE
